id,adc_mq135,adc_mq136,adc_mq137,adc_mq138,adc_mq2,adc_mq3,adc_tgs822,adc_tgs2620,temp,humidity,time,createdAt,updatedAt,roastId,roastStatus
15153,22508,2719,19557,18758,12005,23207,22480,22926,66.70999908,19.45000076,2024-03-21 09:01:49.810 +0700,2024-03-21 16:01:51.857 +0700,2024-03-21 16:01:51.857 +0700,55,3
15154,22506,2722,19550,18758,11981,23199,22466,22923,66.72000122,19.37999916,2024-03-21 09:01:50.030 +0700,2024-03-21 16:01:51.857 +0700,2024-03-21 16:01:51.857 +0700,55,3
15155,22508,2723,19550,18756,11965,23208,22465,22926,66.70999908,19.37999916,2024-03-21 09:01:50.289 +0700,2024-03-21 16:01:51.857 +0700,2024-03-21 16:01:51.857 +0700,55,3
15156,22519,2724,19530,18752,11950,23206,22453,22918,66.70999908,19.35000038,2024-03-21 09:01:50.558 +0700,2024-03-21 16:01:51.857 +0700,2024-03-21 16:01:51.857 +0700,55,3
15157,22515,2723,19524,18749,11940,23202,22445,22920,66.72000122,19.37000084,2024-03-21 09:01:50.795 +0700,2024-03-21 16:01:51.857 +0700,2024-03-21 16:01:51.857 +0700,55,3
15158,22496,2720,19505,18742,11919,23207,22436,22917,66.72000122,19.34000015,2024-03-21 09:01:51.052 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15159,22502,2723,19504,18726,11768,23205,22425,22916,66.72000122,19.42000008,2024-03-21 09:01:51.777 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15160,22504,2721,19486,18712,11740,23196,22415,22913,66.73999786,19.29999924,2024-03-21 09:01:51.799 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15161,22493,2719,19470,18693,11720,23193,22402,23035,66.73999786,19.27000046,2024-03-21 09:01:51.819 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15162,22492,2724,19447,18671,11700,23190,22264,23029,66.72000122,19.23999977,2024-03-21 09:01:52.046 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15163,22480,2722,19441,18659,11673,23186,22255,23030,66.70999908,19.29000092,2024-03-21 09:01:52.291 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15164,22490,2722,19429,18641,11656,23182,22237,23021,66.75,19.21999931,2024-03-21 09:01:52.549 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15165,22490,2722,19416,18629,11767,23175,22233,23013,66.73999786,19.26000023,2024-03-21 09:01:52.790 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15166,22473,2722,19405,18615,11746,23180,22223,23020,66.72000122,19.20999908,2024-03-21 09:01:53.048 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15167,22473,2723,19390,18604,11721,23175,22213,23019,66.73999786,19.20999908,2024-03-21 09:01:53.290 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15168,22470,2722,19371,18586,11688,23169,22200,23010,66.73999786,19.20999908,2024-03-21 09:01:53.537 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15169,22479,2724,19355,18575,11672,23168,22188,23013,66.70999908,19.19000053,2024-03-21 09:01:53.769 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15170,22462,2720,19339,18569,11656,23166,22186,23005,66.75,19.20999908,2024-03-21 09:01:54.026 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15171,22457,2723,19330,18548,11505,23164,22178,23002,66.76999664,19.12999916,2024-03-21 09:01:54.275 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15172,22452,2721,19308,18541,11485,23155,22152,22991,66.73999786,19.13999939,2024-03-21 09:01:54.520 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15173,22446,2719,19288,18511,11460,23147,22268,22988,66.75,19.11000061,2024-03-21 09:01:54.777 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15174,22449,2724,19272,18501,11453,23152,22262,22984,66.72000122,19.18000031,2024-03-21 09:01:55.024 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15175,22442,2721,19256,18485,11442,23137,22248,22986,66.75,19.07999992,2024-03-21 09:01:55.279 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15176,22436,2721,19242,18477,11429,23151,22249,22989,66.73999786,19.13999939,2024-03-21 09:01:55.511 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15177,22437,2722,19224,18471,11405,23133,22234,22977,66.75,19.05999947,2024-03-21 09:01:55.751 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15178,22427,2723,19209,18444,11516,23137,22227,22973,66.72000122,19.15999985,2024-03-21 09:01:55.999 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15179,22426,2719,19191,18426,11491,23126,22213,22968,66.73999786,19.06999969,2024-03-21 09:01:56.261 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15180,22417,2721,19179,18413,11463,23133,22205,22963,66.73999786,19.10000038,2024-03-21 09:01:56.522 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15181,22421,2724,19161,18394,11440,23126,22199,22963,66.75,19.02000046,2024-03-21 09:01:56.770 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15182,22413,2721,19142,18376,11410,23116,22185,22962,66.75,19.02000046,2024-03-21 09:01:57.020 +0700,2024-03-21 16:01:58.316 +0700,2024-03-21 16:01:58.316 +0700,55,3
15183,22417,2718,19130,18359,11258,23114,22182,22964,66.76999664,19.06999969,2024-03-21 09:01:57.253 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15184,22397,2721,19116,18332,11234,23112,22174,22955,66.73999786,19.02000046,2024-03-21 09:01:58.226 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15185,22405,2720,19100,18307,11220,23116,22161,22955,66.75,19.04999924,2024-03-21 09:01:58.248 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15186,22402,2720,19081,18286,11203,23101,22154,22944,66.73999786,19.02000046,2024-03-21 09:01:58.268 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15187,22391,2721,19067,18246,11192,23102,22146,22945,66.72000122,18.97999954,2024-03-21 09:01:58.288 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15188,22398,2723,19055,18227,11182,23100,22013,22941,66.73999786,18.97999954,2024-03-21 09:01:58.511 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15189,22389,2720,19042,18197,11177,23102,22000,22942,66.73999786,19,2024-03-21 09:01:58.759 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15190,22383,2721,19020,18186,11156,23095,22000,22935,66.76999664,18.97999954,2024-03-21 09:01:58.992 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15191,22382,2721,19017,18164,11138,23088,21987,22930,66.73999786,19.04999924,2024-03-21 09:01:59.260 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15192,22385,2719,18994,18151,11263,23088,21978,22923,66.75,18.97999954,2024-03-21 09:01:59.496 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15193,22384,2721,18986,18134,11254,23092,21980,22927,66.75,18.96999931,2024-03-21 09:01:59.751 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15194,22379,2720,18968,18120,11225,23078,21968,22914,66.76999664,18.97999954,2024-03-21 09:01:59.996 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15195,22367,2722,18968,18104,11220,23080,21962,22919,66.73999786,18.92000008,2024-03-21 09:02:00.244 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15196,22363,2721,18957,18094,11204,23080,21964,22782,66.75,18.97999954,2024-03-21 09:02:00.487 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15197,22361,2718,18935,18077,11189,23071,21959,22781,66.75,18.96999931,2024-03-21 09:02:00.751 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15198,22361,2719,18930,18069,11178,23068,21955,22781,66.76999664,18.88999939,2024-03-21 09:02:00.999 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15199,22357,2724,18918,18050,11159,23065,21948,22772,66.76999664,18.97999954,2024-03-21 09:02:01.233 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15200,22347,2721,18903,18035,11145,23068,21948,22773,66.77999878,18.86000061,2024-03-21 09:02:01.491 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15201,22356,2723,18900,18029,11136,23056,21943,22773,66.73999786,18.92000008,2024-03-21 09:02:01.741 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15202,22345,2721,18890,18018,11003,23058,21939,22773,66.75,18.92000008,2024-03-21 09:02:01.982 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15203,22343,2721,18885,18017,11137,23061,21939,22769,66.73999786,18.92000008,2024-03-21 09:02:02.226 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15204,22353,2721,18883,18008,11005,23055,21932,22766,66.77999878,18.92000008,2024-03-21 09:02:02.486 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15205,22357,2721,18871,18001,11143,23055,21933,22769,66.77999878,18.88999939,2024-03-21 09:02:02.739 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15206,22343,2721,18864,17998,10993,23042,21930,22762,66.75,18.90999985,2024-03-21 09:02:02.986 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15207,22340,2721,18859,17994,10984,23050,21929,22759,66.77999878,18.95000076,2024-03-21 09:02:03.231 +0700,2024-03-21 16:02:07.967 +0700,2024-03-21 16:02:07.967 +0700,55,3
15208,22351,2720,18850,17992,10978,23043,21925,22761,66.73999786,18.88999939,2024-03-21 09:02:03.481 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15209,22343,2721,18851,17992,10986,23049,21923,22762,66.76999664,18.88999939,2024-03-21 09:02:07.896 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15210,22354,2722,18849,17988,10992,23037,21923,22761,66.77999878,18.90999985,2024-03-21 09:02:07.916 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15211,22347,2722,18842,17978,10982,23032,21920,22760,66.75,18.90999985,2024-03-21 09:02:07.936 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15212,22341,2718,18833,17955,10981,23054,21918,22755,66.75,18.90999985,2024-03-21 09:02:07.956 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15213,22319,2719,18770,17917,10935,23007,21993,22734,66.76999664,18.84000015,2024-03-21 09:02:08.201 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15214,22309,2717,18767,17895,10927,23018,21983,22729,66.76999664,18.79999924,2024-03-21 09:02:08.449 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15215,22312,2716,18754,17893,10924,23008,21987,22735,66.79000092,18.82999992,2024-03-21 09:02:08.708 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15216,22314,2721,18752,17871,10930,23012,21986,22728,66.76999664,18.90999985,2024-03-21 09:02:08.950 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15217,22302,2720,18747,17870,10930,23002,21978,22732,66.76999664,18.84000015,2024-03-21 09:02:09.193 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15218,22310,2721,18741,17856,10921,23007,21980,22728,66.79000092,18.82999992,2024-03-21 09:02:09.447 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15219,22301,2719,18734,17844,10908,22994,21969,22719,66.77999878,18.79999924,2024-03-21 09:02:09.692 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15220,22299,2720,18725,17836,10906,22994,21970,22720,66.79000092,18.80999947,2024-03-21 09:02:09.942 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15221,22302,2721,18719,17820,10907,22992,21965,22721,66.79000092,18.88999939,2024-03-21 09:02:10.193 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15222,22298,2721,18716,17804,10901,22997,21961,22720,66.80999756,18.87000084,2024-03-21 09:02:10.448 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15223,22301,2722,18721,17795,10899,23008,21964,22721,66.77999878,18.92000008,2024-03-21 09:02:10.695 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15224,22293,2721,18708,17784,10895,22995,21960,22721,66.77999878,18.87000084,2024-03-21 09:02:10.911 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15225,22302,2717,18701,17792,10895,22991,21963,22725,66.77999878,18.87000084,2024-03-21 09:02:11.190 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15226,22286,2722,18695,17780,10885,23001,21957,22711,66.77999878,18.84000015,2024-03-21 09:02:11.446 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15227,22295,2719,18680,17789,10880,22985,21957,22721,66.79000092,18.90999985,2024-03-21 09:02:11.681 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15228,22288,2719,18681,17791,11004,22994,21953,22707,66.77999878,18.86000061,2024-03-21 09:02:11.919 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15229,22281,2720,18673,17788,10997,22988,21947,22716,66.79000092,18.84000015,2024-03-21 09:02:12.179 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15230,22286,2720,18670,17785,10994,22985,21948,22720,66.77999878,18.86000061,2024-03-21 09:02:12.431 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15231,22275,2721,18665,17773,10980,22981,21937,22709,66.81999969,18.80999947,2024-03-21 09:02:12.669 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15232,22281,2719,18659,17771,10982,22993,21944,22713,66.80999756,18.86000061,2024-03-21 09:02:12.912 +0700,2024-03-21 16:02:14.125 +0700,2024-03-21 16:02:14.125 +0700,55,3
15233,22277,2721,18653,17770,10976,22983,21934,22710,66.76999664,18.79999924,2024-03-21 09:02:13.156 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15234,22272,2720,18645,17757,10965,22985,21930,22704,66.77999878,18.86000061,2024-03-21 09:02:14.006 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15235,22272,2720,18645,17751,10964,22980,21935,22700,66.77999878,18.80999947,2024-03-21 09:02:14.028 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15236,22281,2719,18638,17742,10967,22977,21926,22709,66.80999756,18.79999924,2024-03-21 09:02:14.049 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15237,22275,2717,18638,17734,10961,22980,21925,22700,66.77999878,18.84000015,2024-03-21 09:02:14.174 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15238,22267,2723,18635,17726,10954,22980,21927,22696,66.79000092,18.80999947,2024-03-21 09:02:14.422 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15239,22275,2722,18631,17732,10962,22981,21927,22708,66.77999878,18.82999992,2024-03-21 09:02:14.652 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15240,22270,2720,18624,17724,10965,22979,21918,22698,66.80999756,18.80999947,2024-03-21 09:02:14.918 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15241,22266,2722,18627,17729,10960,22973,21923,22696,66.79000092,18.84000015,2024-03-21 09:02:15.154 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15242,22263,2720,18618,17732,10966,22980,21916,22694,66.80999756,18.86000061,2024-03-21 09:02:15.401 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15243,22261,2717,18608,17743,10951,22960,21911,22694,66.80999756,18.80999947,2024-03-21 09:02:15.662 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15244,22252,2719,18615,17737,10944,22972,21917,22699,66.80999756,18.80999947,2024-03-21 09:02:15.913 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15245,22249,2722,18613,17733,10944,22976,21917,22702,66.81999969,18.84000015,2024-03-21 09:02:16.159 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15246,22252,2718,18604,17733,10942,22965,21913,22698,66.77999878,18.84000015,2024-03-21 09:02:16.405 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15247,22249,2720,18610,17730,10942,22977,21911,22692,66.79000092,18.82999992,2024-03-21 09:02:16.661 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15248,22251,2721,18593,17741,10943,22965,21906,22697,66.81999969,18.80999947,2024-03-21 09:02:16.879 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15249,22251,2721,18598,17740,10932,22971,21910,22697,66.81999969,18.79999924,2024-03-21 09:02:17.129 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15250,22255,2719,18592,17741,10932,22966,21899,22695,66.80999756,18.76000023,2024-03-21 09:02:17.377 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15251,22256,2715,18589,17751,10948,22970,21909,22692,66.79000092,18.87000084,2024-03-21 09:02:17.650 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15252,22260,2718,18588,17752,10948,22962,21897,22691,66.79000092,18.87000084,2024-03-21 09:02:17.887 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15253,22260,2717,18579,17746,10928,22966,21891,22690,66.80999756,18.82999992,2024-03-21 09:02:18.133 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15254,22258,2722,18572,17758,10923,22961,21891,22694,66.80999756,18.84000015,2024-03-21 09:02:18.393 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15255,22252,2717,18580,17758,10915,22967,21900,22700,66.80999756,18.87000084,2024-03-21 09:02:18.643 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15256,22248,2721,18570,17744,10913,22957,21759,22687,66.81999969,18.78000069,2024-03-21 09:02:18.880 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15257,22236,2718,18562,17741,10909,22946,21751,22679,66.79000092,18.84000015,2024-03-21 09:02:19.136 +0700,2024-03-21 16:02:27.286 +0700,2024-03-21 16:02:27.286 +0700,55,3
15258,22241,2719,18565,17743,10911,22957,21754,22688,66.79000092,18.87000084,2024-03-21 09:02:19.384 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15259,22240,2720,18565,17729,10907,22965,21757,22687,66.80999756,18.87000084,2024-03-21 09:02:27.239 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15260,22241,2719,18557,17717,10916,22963,21757,22684,66.80999756,18.80999947,2024-03-21 09:02:27.261 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15261,22247,2719,18548,17728,10912,22954,21756,22695,66.79000092,18.84000015,2024-03-21 09:02:27.282 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15262,22241,2720,18554,17713,10905,22959,21756,22683,66.80999756,18.79999924,2024-03-21 09:02:27.302 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15263,22185,2719,18412,17543,10733,22924,21650,22766,66.83000183,18.84000015,2024-03-21 09:02:27.585 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15264,22180,2720,18412,17532,10726,22920,21647,22763,66.83000183,18.72999954,2024-03-21 09:02:27.833 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15265,22175,2720,18401,17523,10714,22917,21642,22759,66.84999847,18.80999947,2024-03-21 09:02:28.097 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15266,22179,2718,18403,17515,10706,22917,21640,22760,66.83000183,18.84000015,2024-03-21 09:02:28.325 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15267,22177,2715,18396,17514,10696,22925,21638,22759,66.81999969,18.70999908,2024-03-21 09:02:28.572 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15268,22178,2719,18393,17505,10701,22925,21638,22755,66.81999969,18.78000069,2024-03-21 09:02:28.838 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15269,22183,2719,18381,17503,10695,22911,21632,22757,66.81999969,18.80999947,2024-03-21 09:02:29.084 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15270,22175,2720,18378,17497,10682,22904,21758,22756,66.83000183,18.75,2024-03-21 09:02:29.317 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15271,22166,2717,18378,17474,10684,22918,21751,22749,66.81999969,18.79999924,2024-03-21 09:02:29.583 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15272,22171,2718,18365,17471,10681,22903,21747,22755,66.81999969,18.75,2024-03-21 09:02:29.833 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15273,22168,2718,18366,17459,10675,22919,21748,22748,66.81999969,18.79999924,2024-03-21 09:02:30.068 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15274,22170,2716,18365,17455,10682,22910,21739,22744,66.84999847,18.80999947,2024-03-21 09:02:30.313 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15275,22182,2720,18358,17461,10673,22912,21739,22745,66.81999969,18.84000015,2024-03-21 09:02:30.568 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15276,22169,2720,18360,17454,10676,22910,21734,22739,66.81999969,18.80999947,2024-03-21 09:02:30.824 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15277,22182,2721,18348,17454,10682,22906,21727,22740,66.84999847,18.80999947,2024-03-21 09:02:31.065 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15278,22174,2719,18345,17450,10684,22905,21729,22733,66.83000183,18.78000069,2024-03-21 09:02:31.305 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15279,22168,2718,18347,17450,10682,22915,21725,22739,66.84999847,18.80999947,2024-03-21 09:02:31.550 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15280,22175,2720,18335,17456,10669,22901,21719,22735,66.84999847,18.76000023,2024-03-21 09:02:31.807 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15281,22171,2717,18334,17460,10666,22909,21718,22740,66.81999969,18.75,2024-03-21 09:02:32.053 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15282,22169,2716,18335,17448,10655,22913,21714,22736,66.83000183,18.90999985,2024-03-21 09:02:32.308 +0700,2024-03-21 16:02:36.134 +0700,2024-03-21 16:02:36.134 +0700,55,3
15283,22165,2720,18323,17456,10653,22898,21705,22729,66.84999847,18.87000084,2024-03-21 09:02:32.565 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15284,22172,2716,18318,17454,10646,22894,21707,22729,66.84999847,18.78000069,2024-03-21 09:02:36.040 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15285,22156,2716,18317,17448,10645,22899,21699,22723,66.84999847,18.84000015,2024-03-21 09:02:36.061 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15286,22158,2720,18305,17446,10643,22889,21703,22724,66.84999847,18.75,2024-03-21 09:02:36.081 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15287,22155,2718,18318,17430,10643,22897,21698,22720,66.86000061,18.76000023,2024-03-21 09:02:36.101 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15288,22136,2721,18244,17298,10467,22872,21641,22699,66.84999847,18.79999924,2024-03-21 09:02:36.552 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15289,22134,2717,18247,17292,10461,22890,21640,22692,66.86000061,18.84000015,2024-03-21 09:02:36.787 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15290,22133,2718,18231,17297,10461,22876,21634,22691,66.84999847,18.76000023,2024-03-21 09:02:37.031 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
15291,22133,2714,18233,17290,10464,22877,21503,22687,66.87999725,18.78000069,2024-03-21 09:02:37.296 +0700,2024-03-21 16:02:42.481 +0700,2024-03-21 16:02:42.481 +0700,55,3
