id,adc_mq135,adc_mq136,adc_mq137,adc_mq138,adc_mq2,adc_mq3,adc_tgs822,adc_tgs2620,temp,humidity,time,createdAt,updatedAt,roastId,roastStatus
12933,21196,2748,16770,15378,11220,21312,20924,22687,63.79999924,20.84000015,2024-03-21 08:52:35.699 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12934,21187,2748,16755,15365,11188,21293,20905,22677,63.81999969,20.84000015,2024-03-21 08:52:36.636 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12935,21176,2750,16722,15335,11146,21278,20889,22669,63.77000046,20.84000015,2024-03-21 08:52:36.666 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12936,21167,2750,16692,15310,11235,21264,20880,22662,63.79999924,20.80999947,2024-03-21 08:52:36.690 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12937,21155,2749,16661,15281,11192,21239,20730,22520,63.81999969,20.87000084,2024-03-21 08:52:36.710 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12938,21149,2750,16629,15248,11149,21223,20716,22516,63.79999924,20.84000015,2024-03-21 08:52:36.917 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12939,21128,2749,16589,15214,10980,21197,20694,22498,63.79999924,20.81999969,2024-03-21 08:52:37.165 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12940,21116,2750,16556,15179,10931,21177,20675,22494,63.79999924,20.80999947,2024-03-21 08:52:37.435 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12941,21098,2750,16518,15138,10880,21164,20654,22474,63.79999924,20.84000015,2024-03-21 08:52:37.684 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12942,21089,2748,16477,15093,10959,21124,20630,22461,63.81999969,20.78000069,2024-03-21 08:52:37.929 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12943,21066,2748,16439,15055,10919,21103,20617,22453,63.83000183,20.84000015,2024-03-21 08:52:38.170 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12944,21050,2746,16407,15017,10751,21083,20732,22441,63.83000183,20.87000084,2024-03-21 08:52:38.429 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12945,21032,2748,16368,14983,10715,21056,20710,22425,63.81999969,20.81999969,2024-03-21 08:52:38.674 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12946,21017,2747,16330,14938,10673,21032,20692,22409,63.79999924,20.80999947,2024-03-21 08:52:38.934 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12947,21010,2749,16283,14901,10751,21005,20674,22521,63.83000183,20.84000015,2024-03-21 08:52:39.179 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12948,20994,2751,16248,14860,10714,20985,20657,22509,63.81999969,20.81999969,2024-03-21 08:52:39.425 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12949,20978,2747,16206,14820,10673,20953,20637,22487,63.84000015,20.87999916,2024-03-21 08:52:39.678 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12950,20969,2751,16168,14790,10633,20933,20618,22475,63.86000061,20.88999939,2024-03-21 08:52:39.926 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12951,20954,2749,16132,14754,10464,20903,20477,22463,63.83000183,20.87000084,2024-03-21 08:52:40.172 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12952,20943,2748,16093,14710,10423,20880,20460,22440,63.79999924,20.84000015,2024-03-21 08:52:40.421 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12953,20923,2747,16062,14667,10390,20859,20444,22422,63.83000183,20.84000015,2024-03-21 08:52:40.660 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12954,20919,2748,16035,14640,10491,20837,20432,22409,63.83000183,20.79999924,2024-03-21 08:52:40.925 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12955,20906,2748,16016,14613,10477,20823,20428,22267,63.86000061,20.79999924,2024-03-21 08:52:41.165 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12956,20902,2749,16005,14589,10464,20799,20422,22253,63.83000183,20.81999969,2024-03-21 08:52:41.395 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12957,20896,2749,15995,14580,10455,20782,20428,22242,63.83000183,20.86000061,2024-03-21 08:52:41.652 +0700,2024-03-21 15:52:42.703 +0700,2024-03-21 15:52:42.703 +0700,55,3
12958,20885,2751,15994,14569,10455,20775,20424,22227,63.83000183,20.78000069,2024-03-21 08:52:41.917 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12959,20884,2750,16004,14572,10454,20751,20431,22214,63.84000015,20.81999969,2024-03-21 08:52:42.552 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12960,20873,2748,16014,14573,10461,20742,20444,22209,63.84000015,20.80999947,2024-03-21 08:52:42.573 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12961,20880,2749,16035,14582,10481,20741,20459,22201,63.81999969,20.82999992,2024-03-21 08:52:42.668 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12962,20885,2749,16058,14596,10395,20729,20608,22201,63.84000015,20.84000015,2024-03-21 08:52:42.900 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12963,20889,2751,16081,14618,10418,20729,20626,22199,63.84000015,20.86000061,2024-03-21 08:52:43.150 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12964,20907,2747,16118,14652,10453,20728,20649,22199,63.83000183,20.81999969,2024-03-21 08:52:43.402 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12965,20917,2748,16149,14686,10486,20733,20674,22197,63.84000015,20.78000069,2024-03-21 08:52:43.658 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12966,20933,2747,16187,14721,10651,20733,20693,22197,63.86000061,20.76000023,2024-03-21 08:52:43.896 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12967,20945,2748,16222,14758,10693,20744,20723,22198,63.86000061,20.79999924,2024-03-21 08:52:44.133 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12968,20974,2752,16258,14795,10736,20754,20615,22207,63.83000183,20.80999947,2024-03-21 08:52:44.408 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12969,20990,2749,16299,14844,10652,20771,20648,22217,63.86000061,20.81999969,2024-03-21 08:52:44.656 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12970,21009,2749,16335,14888,10695,20770,20667,22224,63.84000015,20.86000061,2024-03-21 08:52:44.887 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12971,21017,2747,16376,14939,10746,20791,20697,22235,63.86999893,20.76000023,2024-03-21 08:52:45.149 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12972,21033,2748,16414,14975,10913,20811,20724,22247,63.86000061,20.82999992,2024-03-21 08:52:45.391 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12973,21047,2747,16446,15019,10951,20826,20873,22258,63.88999939,20.86000061,2024-03-21 08:52:45.648 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12974,21065,2749,16484,15055,10990,20840,20892,22270,63.84000015,20.78000069,2024-03-21 08:52:45.879 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12975,21073,2749,16523,15096,10902,20860,20914,22410,63.86000061,20.84000015,2024-03-21 08:52:46.120 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12976,21092,2749,16549,15121,10934,20881,20934,22424,63.86000061,20.85000038,2024-03-21 08:52:46.372 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12977,21100,2753,16586,15159,10968,20897,20954,22431,63.88999939,20.79999924,2024-03-21 08:52:46.642 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12978,21121,2749,16615,15182,11001,20918,20973,22451,63.88999939,20.85000038,2024-03-21 08:52:46.874 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12979,21141,2749,16645,15231,11168,20928,20982,22461,63.86999893,20.75,2024-03-21 08:52:47.133 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12980,21153,2749,16668,15259,11197,20948,20875,22478,63.88999939,20.85000038,2024-03-21 08:52:47.377 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12981,21157,2748,16695,15284,11227,20969,20885,22483,63.88999939,20.79999924,2024-03-21 08:52:47.642 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12982,21170,2749,16717,15307,11255,20984,20897,22501,63.88999939,20.75,2024-03-21 08:52:47.887 +0700,2024-03-21 15:52:49.090 +0700,2024-03-21 15:52:49.090 +0700,55,3
12983,21187,2751,16737,15339,11166,21003,20911,22515,63.90000153,20.80999947,2024-03-21 08:52:48.134 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12984,21185,2748,16760,15360,11191,21021,20919,22524,63.90000153,20.78000069,2024-03-21 08:52:49.052 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12985,21191,2749,16774,15384,11219,21040,20932,22406,63.88999939,20.79999924,2024-03-21 08:52:49.073 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12986,21209,2751,16797,15406,11243,21051,20937,22417,63.90000153,20.79999924,2024-03-21 08:52:49.094 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12987,21200,2752,16817,15415,11259,21075,20948,22427,63.88999939,20.79999924,2024-03-21 08:52:49.114 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12988,21212,2751,16837,15436,11414,21088,20961,22439,63.90000153,20.78000069,2024-03-21 08:52:49.371 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12989,21213,2750,16850,15449,11439,21103,20962,22451,63.86999893,20.85000038,2024-03-21 08:52:49.628 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12990,21223,2749,16873,15463,11465,21120,20971,22467,63.86999893,20.75,2024-03-21 08:52:49.871 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12991,21229,2748,16889,15485,11481,21126,20977,22476,63.90000153,20.79999924,2024-03-21 08:52:50.113 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12992,21240,2746,16905,15497,11496,21149,20988,22489,63.90000153,20.79999924,2024-03-21 08:52:50.347 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12993,21244,2748,16911,15517,11394,21162,21126,22500,63.88999939,20.79000092,2024-03-21 08:52:50.620 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12994,21251,2751,16921,15532,11412,21170,21122,22506,63.88999939,20.80999947,2024-03-21 08:52:50.871 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12995,21249,2750,16938,15549,11432,21182,21131,22517,63.88999939,20.82999992,2024-03-21 08:52:51.120 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12996,21247,2749,16949,15559,11449,21189,21132,22519,63.88999939,20.82999992,2024-03-21 08:52:51.368 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12997,21250,2751,16958,15566,11459,21207,21138,22657,63.91999817,20.77000046,2024-03-21 08:52:51.621 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12998,21255,2747,16967,15580,11460,21223,21139,22666,63.88999939,20.79999924,2024-03-21 08:52:51.851 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
12999,21253,2751,16978,15589,11452,21230,21142,22674,63.90000153,20.75,2024-03-21 08:52:52.094 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13000,21262,2749,16980,15591,11455,21236,21144,22679,63.91999817,20.79999924,2024-03-21 08:52:52.359 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13001,21262,2750,16982,15592,11461,21241,21139,22680,63.91999817,20.85000038,2024-03-21 08:52:52.586 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13002,21263,2749,16992,15592,11463,21254,21141,22688,63.90000153,20.82999992,2024-03-21 08:52:52.862 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13003,21262,2750,16998,15594,11469,21266,21144,22692,63.90000153,20.73999977,2024-03-21 08:52:53.110 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13004,21263,2749,17000,15597,11469,21270,21137,22699,63.91999817,20.79999924,2024-03-21 08:52:53.358 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13005,21259,2750,17002,15597,11477,21278,21139,22701,63.93000031,20.75,2024-03-21 08:52:53.606 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13006,21257,2754,17001,15599,11479,21281,21134,22704,63.93000031,20.79999924,2024-03-21 08:52:53.863 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13007,21264,2752,17007,15605,11483,21295,21138,22713,63.91999817,20.79999924,2024-03-21 08:52:54.093 +0700,2024-03-21 15:52:55.332 +0700,2024-03-21 15:52:55.332 +0700,55,3
13008,21270,2749,17007,15604,11489,21295,21132,22713,63.90000153,20.75,2024-03-21 08:52:54.335 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13009,21266,2751,17007,15603,11490,21301,21128,22715,63.93000031,20.75,2024-03-21 08:52:55.299 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13010,21267,2749,17004,15594,11490,21308,21128,22719,63.93000031,20.75,2024-03-21 08:52:55.320 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13011,21255,2751,17008,15595,11481,21316,21129,22723,63.93000031,20.79000092,2024-03-21 08:52:55.341 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13012,21255,2750,17004,15594,11470,21309,20991,22724,63.91999817,20.79000092,2024-03-21 08:52:55.361 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13013,21245,2751,17003,15593,11468,21318,21124,22724,63.91999817,20.75,2024-03-21 08:52:55.595 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13014,21244,2750,17003,15584,11462,21321,20986,22724,63.95999908,20.69000053,2024-03-21 08:52:55.835 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13015,21253,2750,16998,15583,11463,21335,20981,22726,63.93000031,20.79999924,2024-03-21 08:52:56.078 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13016,21247,2749,17000,15579,11468,21334,20985,22735,63.91999817,20.79000092,2024-03-21 08:52:56.349 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13017,21255,2752,16998,15579,11465,21343,20981,22736,63.93000031,20.79000092,2024-03-21 08:52:56.589 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13018,21251,2750,16994,15571,11470,21341,20972,22736,63.95999908,20.77000046,2024-03-21 08:52:56.827 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13019,21239,2751,16986,15551,11462,21344,20965,22731,63.95999908,20.81999969,2024-03-21 08:52:57.071 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13020,21245,2752,16986,15550,11453,21339,20963,22734,63.93000031,20.79000092,2024-03-21 08:52:57.315 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13021,21242,2752,16981,15528,11440,21342,20947,22723,63.93000031,20.77000046,2024-03-21 08:52:57.581 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13022,21237,2751,16972,15529,11450,21341,20947,22733,63.95999908,20.79999924,2024-03-21 08:52:57.807 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13023,21245,2749,16965,15519,11439,21345,20943,22731,63.93999863,20.77000046,2024-03-21 08:52:58.057 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13024,21250,2750,16963,15510,11422,21346,20936,22732,63.95999908,20.75,2024-03-21 08:52:58.329 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13025,21255,2748,16961,15508,11421,21353,20936,22734,63.99000168,20.81999969,2024-03-21 08:52:58.567 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13026,21253,2750,16953,15502,11426,21351,20926,22737,63.97000122,20.77000046,2024-03-21 08:52:58.829 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13027,21254,2748,16949,15499,11418,21354,20923,22732,63.95999908,20.70999908,2024-03-21 08:52:59.080 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13028,21246,2752,16948,15497,11412,21356,20916,22740,63.93000031,20.79000092,2024-03-21 08:52:59.315 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13029,21250,2748,16939,15503,11415,21351,20912,22729,63.93999863,20.81999969,2024-03-21 08:52:59.559 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13030,21234,2750,16930,15488,11408,21355,20901,22724,63.97000122,20.79999924,2024-03-21 08:52:59.821 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13031,21227,2752,16921,15483,11512,21353,20898,22724,63.97000122,20.77000046,2024-03-21 08:53:00.061 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13032,21225,2751,16910,15475,11497,21352,20885,22719,63.97000122,20.75,2024-03-21 08:53:00.307 +0700,2024-03-21 15:53:01.377 +0700,2024-03-21 15:53:01.377 +0700,55,3
13033,21213,2745,16902,15469,11482,21346,20878,22714,63.97000122,20.79999924,2024-03-21 08:53:00.544 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13034,21213,2750,16899,15458,11473,21351,20873,22715,63.97000122,20.79000092,2024-03-21 08:53:01.272 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13035,21202,2750,16894,15450,11459,21352,20872,22716,63.97000122,20.77000046,2024-03-21 08:53:01.292 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13036,21204,2748,16887,15442,11466,21346,20865,22720,63.99000168,20.77000046,2024-03-21 08:53:01.312 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13037,21191,2749,16884,15432,11458,21354,20988,22710,63.95999908,20.71999931,2024-03-21 08:53:01.569 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13038,21187,2752,16872,15415,11451,21346,20977,22715,63.99000168,20.73999977,2024-03-21 08:53:01.804 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13039,21192,2751,16870,15410,11442,21355,20974,22711,63.97000122,20.65999985,2024-03-21 08:53:02.047 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13040,21184,2752,16862,15397,11426,21350,20965,22705,63.97000122,20.77000046,2024-03-21 08:53:02.300 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13041,21186,2751,16850,15393,11405,21343,20955,22702,64,20.71999931,2024-03-21 08:53:02.553 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13042,21176,2747,16838,15374,11262,21340,20949,22695,63.97000122,20.73999977,2024-03-21 08:53:02.811 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13043,21173,2752,16834,15375,11246,21346,20943,22698,63.99000168,20.79000092,2024-03-21 08:53:03.041 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13044,21169,2750,16824,15365,11229,21344,20944,22699,64,20.76000023,2024-03-21 08:53:03.304 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13045,21166,2748,16812,15348,11218,21340,20933,22687,63.99000168,20.71999931,2024-03-21 08:53:03.551 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13046,21167,2750,16794,15340,11207,21330,20921,22690,63.99000168,20.79000092,2024-03-21 08:53:03.800 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13047,21164,2746,16792,15332,11197,21337,20919,22692,64,20.77000046,2024-03-21 08:53:04.032 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13048,21155,2752,16775,15312,11169,21323,20906,22682,63.97000122,20.76000023,2024-03-21 08:53:04.299 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13049,21145,2750,16751,15298,11138,21312,20892,22678,63.99000168,20.71999931,2024-03-21 08:53:04.535 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13050,21146,2752,16728,15286,11239,21295,20881,22673,64,20.77000046,2024-03-21 08:53:04.790 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13051,21143,2748,16697,15266,11206,21282,20735,22659,63.99000168,20.77000046,2024-03-21 08:53:05.051 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13052,21126,2747,16673,15247,11173,21268,20717,22527,64.01000214,20.71999931,2024-03-21 08:53:05.289 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13053,21113,2747,16644,15216,11006,21253,20710,22523,63.97000122,20.77000046,2024-03-21 08:53:05.541 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13054,21103,2751,16610,15194,10960,21220,20684,22510,64.01000214,20.71999931,2024-03-21 08:53:05.785 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13055,21081,2749,16576,15162,10912,21200,20663,22492,64.01000214,20.70999908,2024-03-21 08:53:06.031 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13056,21064,2752,16546,15130,11002,21179,20638,22485,64.01000214,20.73999977,2024-03-21 08:53:06.282 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13057,21054,2746,16500,15097,10957,21160,20623,22471,63.99000168,20.79000092,2024-03-21 08:53:06.519 +0700,2024-03-21 15:53:07.562 +0700,2024-03-21 15:53:07.562 +0700,55,3
13058,21038,2746,16469,15059,10922,21144,20611,22463,64.01000214,20.76000023,2024-03-21 08:53:06.758 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13059,21036,2747,16433,15026,10888,21129,20719,22447,64,20.73999977,2024-03-21 08:53:07.468 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13060,21015,2749,16393,14988,10710,21093,20694,22436,64,20.70999908,2024-03-21 08:53:07.489 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13061,21001,2748,16354,14946,10663,21075,20675,22418,64.04000092,20.73999977,2024-03-21 08:53:07.510 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13062,20978,2745,16316,14907,10742,21050,20661,22402,64.02999878,20.77000046,2024-03-21 08:53:07.777 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13063,20969,2750,16277,14875,10702,21025,20632,22513,63.99000168,20.77000046,2024-03-21 08:53:08.017 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13064,20954,2746,16231,14830,10654,20994,20620,22500,64.01000214,20.71999931,2024-03-21 08:53:08.261 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13065,20940,2748,16191,14790,10480,20967,20471,22489,64.02999878,20.77000046,2024-03-21 08:53:08.517 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13066,20935,2752,16151,14752,10439,20948,20457,22468,64,20.73999977,2024-03-21 08:53:08.749 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13067,20910,2746,16120,14717,10400,20924,20438,22453,63.99000168,20.73999977,2024-03-21 08:53:09.019 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13068,20902,2749,16077,14674,10483,20897,20426,22435,64.05000305,20.77000046,2024-03-21 08:53:09.272 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13069,20886,2748,16039,14633,10445,20869,20405,22417,64,20.75,2024-03-21 08:53:09.513 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13070,20878,2748,16013,14591,10413,20859,20395,22403,64.02999878,20.75,2024-03-21 08:53:09.756 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
13071,20864,2749,15992,14559,10375,20835,20387,22265,64.02999878,20.72999954,2024-03-21 08:53:10.011 +0700,2024-03-21 15:53:13.814 +0700,2024-03-21 15:53:13.814 +0700,55,3
